,Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
23843,NOR,Norway,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","54,0337523",CTS
23844,PAN,Panama,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","88,69773942",PPR
23845,POL,Poland,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","22,96370342",CTS
23846,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","1,501123403",CTS
23847,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population",0,CTS
23848,SWE,Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population","30,63777736",CTS
23849,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","1,571356315",CTS
23850,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","62,57275878",CTS
23851,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0,CTS
23852,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","2,642565235",CTS
23853,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","43,7753517",CTS
23854,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","37,12884128",CTS
23855,DNK,Denmark,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","46,63210122",CTS
23856,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","29,12817544",NGO/CTS
23857,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","31,63495887",CTS
23858,FIN,Finland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","44,0946448",CTS
23859,FRA,France,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","508,9688228",CTS
23860,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","12,74755937",CTS
23861,ITA,Italy,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","119,6886101",CTS
23862,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","208,559635",CTS
23863,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","3,135184571",CTS
23864,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","50,70959975",CTS
23865,NOR,Norway,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","46,74268774",CTS
23866,POL,Poland,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","20,73487619",CTS
23867,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","1,579015634",CTS
23868,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0,CTS
23869,SWE,Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population","28,69598829",CTS
23870,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","80,38944219",CTS
23871,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","1,863125274",CTS
23872,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","108,4678547",CTS
23873,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","87,58866496",CTS
23874,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","0,010465551",CTS
23875,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","3,617148972",CTS
23876,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","53,23561091",CTS
23877,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","50,12361101",CTS
23878,DNK,Denmark,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","52,9983265",CTS
23879,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","30,88248566",NGO/CTS
23880,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","37,55620883",CTS
23881,FIN,Finland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","44,88997573",CTS
23882,FRA,France,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","528,8336409",CTS
23883,HND,Honduras,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","25,17392983",CTS
23884,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","16,14842285",CTS
23885,IRL,Ireland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","8,676477647",CTS
23886,ITA,Italy,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","129,0950041",CTS
23887,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","212,9416366",CTS
23888,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","1,703235257",CTS
23889,MAR,Morocco,Africa,Northern Africa,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","88,66790633",CTS
23890,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","44,84447368",CTS
23891,NOR,Norway,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","59,07893748",CTS
23892,POL,Poland,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","21,50741145",CTS
23893,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","1,776945796",CTS
23894,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0,CTS
23895,SWE,Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population","26,31373534",CTS
24003,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,"Rate per 100,000 population","0,310284238",CTS
24004,AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,"Rate per 100,000 population","0,270183791",CTS
24005,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,"Rate per 100,000 population","7,589394769",CTS
24006,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,"Rate per 100,000 population","60,6389544",CTS
24007,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,"Rate per 100,000 population","0,005296205",CTS
24008,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,"Rate per 100,000 population","0,393302475",CTS
24009,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,"Rate per 100,000 population","8,019074477",CTS
24010,DNK,Denmark,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,"Rate per 100,000 population","15,95649949",CTS
24011,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,"Rate per 100,000 population","2,144386735",NGO/CTS
24012,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,"Rate per 100,000 population","16,38059309",CTS
