country,region,subregion,indicator,dimension,category,sex,year,unit_of_measurement,value,source,porcentaje
Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",5.865271726,CTS,0.0059
Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",16.27010415,CTS,0.0163
Romania,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",4.978173663,CTS,0.005
El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",22.64566697,CTS,0.0226
Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",,CTS,
Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",6.82958386,CTS,0.0068
Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2021,"Rate per 100,000 population",51.38044767,CTS,0.0514
Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",78.77645042,CTS,0.0788
Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",18.57478721,CTS,0.0186
Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",13.07394014,CTS,0.0131
Belize,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",19.84860477,CTS,0.0198
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",58.11983165,CTS,0.0581
Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",69.10149268,CTS,0.0691
Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",18.36348194,CTS,0.0184
Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",3.068625707,CTS,0.0031
Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",6.648494116,CTS,0.0066
Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",19.21458587,CTS,0.0192
Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",8.078494596,CTS,0.0081
Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",11.38090516,CTS,0.0114
France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",62.70280626,CTS,0.0627
Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",66.62733635,CTS,0.0666
Honduras,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",11.75102805,CTS,0.0118
Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",13.15714688,CTS,0.0132
Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",3.994627515,CTS,0.004
Ireland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",11.76183159,CTS,0.0118
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",8.114742458,CTS,0.0081
Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",1.919918157,CTS,0.0019
Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",6.85323939,CTS,0.0069
Morocco,Africa,Northern Africa,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",0.532097792,CTS,0.0005
Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",22.84671474,CTS,0.0228
Myanmar,Asia,South-eastern Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",0.113900487,CTS,0.0001
Romania,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",6.453340256,CTS,0.0065
El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",14.85003945,CTS,0.0149
Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",,CTS,
Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",6.355352416,CTS,0.0064
Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,2022,"Rate per 100,000 population",43.41900178,CTS,0.0434
Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",45.49487045,CTS,0.0455
Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",10.85177754,CTS,0.0109
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",0.185923998,CTS,0.0002
Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",11.15275019,CTS,0.0112
Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",2.844906066,CTS,0.0028
Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",6.184248181,CTS,0.0062
Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",0.839720039,CTS,0.0008
Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",2.036550999,CTS,0.002
Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",0.946450809,CTS,0.0009
Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",1.346558677,CTS,0.0013
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",,CTS,
Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",0.300326229,CTS,0.0003
Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",1.017522299,CTS,0.001
Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",0.328499923,CTS,0.0003
Mongolia,Asia,Eastern Asia,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",,CTS,
Panama,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",0.141609496,PPR,0.0001
El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",0.13366576,CTS,0.0001
Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",0.48815987,CTS,0.0005
Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",0.56706916,CTS,0.0006
Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2019,"Rate per 100,000 population",4.08648157,CTS,0.0041
Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2020,"Rate per 100,000 population",22.60627776,CTS,0.0226
Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2020,"Rate per 100,000 population",7.438079132,CTS,0.0074
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2020,"Rate per 100,000 population",0.116817049,CTS,0.0001
Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2020,"Rate per 100,000 population",9.566281476,CTS,0.0096
Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2020,"Rate per 100,000 population",3.336440345,CTS,0.0033
Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2020,"Rate per 100,000 population",1.850607761,CTS,0.0019
Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,2020,"Rate per 100,000 population",6.57659984,CTS,0.0066
